samplename,kingdom,phylum,class,order,family,genus,species
M00598:87:000000000-J7KGW:1:2106:24022:16311__kiwi2020__AG0529-1021__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
M00598:87:000000000-J7KGW:1:2106:24067:13608__kiwi2020__AG0529-0877__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paeniclostridium,
M00598:87:000000000-J7KGW:1:2106:24136:9907__kiwi2020__AG0529-0541__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,
M00598:87:000000000-J7KGW:1:2106:24154:15380__kiwi2020__AG0529-0203__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Lacibacterium,
M00598:87:000000000-J7KGW:1:2106:24198:21663__kiwi2020__AG0529-1097__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Colidextribacter,
M00598:87:000000000-J7KGW:1:2106:24330:6813__kiwi2020__AG0529-0488__515f,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermomarinilinea,
M00598:87:000000000-J7KGW:1:2106:24421:24716__kiwi2020__AG0529-0536__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Enterocloster,
M00598:87:000000000-J7KGW:1:2106:24423:7688__kiwi2020__AG0529-0993__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Monoglobus,
M00598:87:000000000-J7KGW:1:2106:24770:22452__kiwi2020__AG0529-0781__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Agathobaculum,
M00598:87:000000000-J7KGW:1:2106:24830:22667__kiwi2020__AG0529-0601__515f,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,
M00598:87:000000000-J7KGW:1:2106:25008:7312__kiwi2020__AG0529-0556__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerocolumna,
M00598:87:000000000-J7KGW:1:2106:25225:8036__kiwi2020__AG0529-0864__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Tannerella,
M00598:87:000000000-J7KGW:1:2106:25232:19934__kiwi2020__AG0529-1021__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,
M00598:87:000000000-J7KGW:1:2106:25471:16088__kiwi2020__AG0529-0566__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Paludicola,
M00598:87:000000000-J7KGW:1:2106:25562:20081__kiwi2020__AG0529-0924__515f,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,Kiritimatiella,
M00598:87:000000000-J7KGW:1:2106:25636:15658__kiwi2020__AG0529-0476__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Sarcina,
M00598:87:000000000-J7KGW:1:2106:25663:17137__kiwi2020__AG0529-0801__515f,Archaea,Crenarchaeota,Thermoprotei,Acidilobales,Caldisphaeraceae,Caldisphaera,
M00598:87:000000000-J7KGW:1:2106:26583:24120__kiwi2020__AG0529-0814__515f,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulforegula,
M00598:87:000000000-J7KGW:1:2106:26633:18217__kiwi2020__AG0529-1017__515f,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Actinomarinicola,
M00598:87:000000000-J7KGW:1:2106:26691:9761__kiwi2020__AG0529-0660__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Motiliproteus,
M00598:87:000000000-J7KGW:1:2106:27263:14961__kiwi2020__AG0529-0798__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 3,Caldisalinibacter,
M00598:87:000000000-J7KGW:1:2106:27299:12926__kiwi2020__AG0529-0676__515f,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,
M00598:87:000000000-J7KGW:1:2106:27562:12827__kiwi2020__AG0529-0363__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,
M00598:87:000000000-J7KGW:1:2106:27583:13344__kiwi2020__AG0529-0928__515f,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Phycicoccus,
M00598:87:000000000-J7KGW:1:2106:27723:15595__kiwi2020__AG0529-0719__515f,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,
M00598:87:000000000-J7KGW:1:2106:27832:10585__kiwi2020__AG0529-1120__515f,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Rubneribacter,
M00598:87:000000000-J7KGW:1:2106:27861:19445__kiwi2020__AG0529-0833__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Gemmiger,
M00598:87:000000000-J7KGW:1:2106:28110:14340__kiwi2020__AG0529-0507__515f,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Vampirovibrio,
M00598:87:000000000-J7KGW:1:2106:28768:11518__kiwi2020__AG0529-0363__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_Incertae Sedis XIII,Aminipila,
M00598:87:000000000-J7KGW:1:2106:28784:17909__kiwi2020__AG0529-0877__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paeniclostridium,
M00598:87:000000000-J7KGW:1:2106:2951:20879__kiwi2020__AG0529-0531__515f,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Thermocatellispora,
M00598:87:000000000-J7KGW:1:2106:29573:14623__kiwi2020__AG0529-0948__515f,Bacteria,candidate division WPS-1,WPS-1_genera_incertae_sedis,,,,
M00598:87:000000000-J7KGW:1:2106:3589:14608__kiwi2020__AG0529-0912__515f,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,Limnoglobus,
M00598:87:000000000-J7KGW:1:2106:4255:21871__kiwi2020__AG0529-0926__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,
M00598:87:000000000-J7KGW:1:2106:4572:18298__kiwi2020__AG0529-0914__515f,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Vulcanithermus,
M00598:87:000000000-J7KGW:1:2106:4618:19413__kiwi2020__AG0529-0507__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Sporobacter,
M00598:87:000000000-J7KGW:1:2106:4787:18308__kiwi2020__AG0529-0948__515f,Bacteria,Acidobacteria,Acidobacteria_Gp6,Gp6,,,
M00598:87:000000000-J7KGW:1:2106:4965:20490__kiwi2020__AG0529-0086__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,
M00598:87:000000000-J7KGW:1:2106:5583:14672__kiwi2020__AG0529-0886__515f,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfoconvexum,
M00598:87:000000000-J7KGW:1:2106:5600:11496__kiwi2020__AG0529-0924__515f,Archaea,Woesearchaeota,Woesearchaeota Incertae Sedis AR16,,,,
M00598:87:000000000-J7KGW:1:2106:5618:15765__kiwi2020__AG0529-0912__515f,Bacteria,Chloroflexi,Anaerolineae,Aggregatilineales,Aggregatilineaceae,Aggregatilinea,
M00598:87:000000000-J7KGW:1:2106:5636:11944__kiwi2020__AG0529-0862__515f,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,
M00598:87:000000000-J7KGW:1:2106:5681:19784__kiwi2020__AG0529-0728__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,
M00598:87:000000000-J7KGW:1:2106:5682:22813__kiwi2020__AG0529-0997__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Monoglobus,
M00598:87:000000000-J7KGW:1:2106:5971:22111__kiwi2020__AG0529-1144__515f,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Botryobacter,
M00598:87:000000000-J7KGW:1:2106:6064:13007__kiwi2020__AG0529-0536__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor,
M00598:87:000000000-J7KGW:1:2106:6127:10989__kiwi2020__AG0529-0987__515f,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Chlorophyta,,
M00598:87:000000000-J7KGW:1:2106:6133:17032__kiwi2020__AG0529-0881__515f,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Isosphaeraceae,Tautonia,
M00598:87:000000000-J7KGW:1:2106:6185:8129__kiwi2020__AG0529-0835__515f,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Raoultibacter,
M00598:87:000000000-J7KGW:1:2106:6310:9681__kiwi2020__AG0529-1169__515f,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Thermoguttaceae,Thermostilla,
M00598:87:000000000-J7KGW:1:2106:6323:20685__kiwi2020__AG0529-0805__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Desnuesiella,
M00598:87:000000000-J7KGW:1:2106:6399:18463__kiwi2020__AG0529-0801__515f,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Robertkochia,
M00598:87:000000000-J7KGW:1:2106:6459:18629__kiwi2020__AG0529-0811__515f,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Longibaculum,
M00598:87:000000000-J7KGW:1:2106:6593:12714__kiwi2020__AG0529-0417__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Schaedlerella,
M00598:87:000000000-J7KGW:1:2106:6857:12280__kiwi2020__AG0529-0912__515f,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Terrimonas,
M00598:87:000000000-J7KGW:1:2106:6990:15656__kiwi2020__AG0529-1123__515f,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Geothrix,
M00598:87:000000000-J7KGW:1:2106:6996:22862__kiwi2020__AG0529-1104__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Clostridium XlVb,
M00598:87:000000000-J7KGW:1:2106:7112:22366__kiwi2020__AG0529-0425__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,
M00598:87:000000000-J7KGW:1:2106:7133:22727__kiwi2020__AG0529-0914__515f,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea,
M00598:87:000000000-J7KGW:1:2106:7240:21817__kiwi2020__AG0529-0922__515f,Bacteria,Acidobacteria,Acidobacteria_Gp1,Acidicapsa,,,
M00598:87:000000000-J7KGW:1:2106:7308:13284__kiwi2020__AG0529-0912__515f,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Ornatilinea,
M00598:87:000000000-J7KGW:1:2106:7394:11254__kiwi2020__AG0529-0831__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Colidextribacter,
M00598:87:000000000-J7KGW:1:2106:7457:16581__kiwi2020__AG0529-0997__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Monoglobus,
M00598:87:000000000-J7KGW:1:2106:7897:10328__kiwi2020__AG0529-1092__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Sarcina,
M00598:87:000000000-J7KGW:1:2106:7938:21098__kiwi2020__AG0529-0098__515f,Bacteria,Acidobacteria,Acidobacteria_Gp1,Gp1,,,
M00598:87:000000000-J7KGW:1:2106:8011:22730__kiwi2020__AG0529-0376__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Haloimpatiens,
M00598:87:000000000-J7KGW:1:2106:8021:16176__kiwi2020__AG0529-1081__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Caproicibacter,
M00598:87:000000000-J7KGW:1:2106:8022:8011__kiwi2020__AG0529-0397__515f,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia,
M00598:87:000000000-J7KGW:1:2106:8165:10688__kiwi2020__AG0529-0933__515f,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Arachidicoccus,
M00598:87:000000000-J7KGW:1:2106:8243:15625__kiwi2020__AG0529-0321__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerotignum,
M00598:87:000000000-J7KGW:1:2106:8412:9616__kiwi2020__AG0529-0780__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Schaedlerella,
M00598:87:000000000-J7KGW:1:2106:8518:12270__kiwi2020__AG0529-1128__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Papillibacter,
M00598:87:000000000-J7KGW:1:2106:8547:10311__kiwi2020__AG0529-0833__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus2,
M00598:87:000000000-J7KGW:1:2106:8549:25592__kiwi2020__AG0529-0438__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas,
M00598:87:000000000-J7KGW:1:2106:8574:14968__kiwi2020__AG0529-0401__515f,Bacteria,Actinobacteria,Actinobacteria,Mycobacteriales,Nocardiaceae,Nocardia,
M00598:87:000000000-J7KGW:1:2106:8653:14601__kiwi2020__AG0529-0920__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Frateuria,
M00598:87:000000000-J7KGW:1:2106:8679:11060__kiwi2020__AG0529-0922__515f,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,
M00598:87:000000000-J7KGW:1:2106:9041:12804__kiwi2020__AG0529-0377__515f,Archaea,Woesearchaeota,Woesearchaeota Incertae Sedis AR17,,,,
M00598:87:000000000-J7KGW:1:2106:9044:22858__kiwi2020__AG0529-0989__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudocitrobacter,
M00598:87:000000000-J7KGW:1:2106:9181:8930__kiwi2020__AG0529-0488__515f,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Desulfosporomusa,
M00598:87:000000000-J7KGW:1:2106:9343:17950__kiwi2020__AG0529-0092__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_incertae_sedis,Candidatus Carsonella,,
M00598:87:000000000-J7KGW:1:2106:9368:15650__kiwi2020__AG0529-0644__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Nevskiaceae,Fontimonas,
M00598:87:000000000-J7KGW:1:2106:9450:13196__kiwi2020__AG0529-0008__515f,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Levilinea,
M00598:87:000000000-J7KGW:1:2106:9466:13210__kiwi2020__AG0529-0636__515f,Bacteria,Proteobacteria,Oligoflexia,Bacteriovoracales,Bacteriovoracaceae,Bacteriovorax,
M00598:87:000000000-J7KGW:1:2106:9500:26495__kiwi2020__AG0529-0888__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Aestuariispira,
M00598:87:000000000-J7KGW:1:2106:9503:5189__kiwi2020__AG0529-0743__515f,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera,
M00598:87:000000000-J7KGW:1:2106:9511:27329__kiwi2020__AG0529-0229__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Caproicibacter,
M00598:87:000000000-J7KGW:1:2106:9548:17980__kiwi2020__AG0529-0922__515f,Bacteria,Acidobacteria,Acidobacteria_Gp2,Gp2,,,
M00598:87:000000000-J7KGW:1:2106:9676:13842__kiwi2020__AG0529-0912__515f,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiales_incertae_sedis,Aciditerrimonas,
M00598:87:000000000-J7KGW:1:2106:9718:17005__kiwi2020__AG0529-0396__515f,Eukaryota,Plantae,Liliopsida,Poales,Poaceae,Zea,
M00598:87:000000000-J7KGW:1:2106:9737:23653__kiwi2020__AG0529-0297__515f,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Lawsonia,
M00598:87:000000000-J7KGW:1:2106:9808:19070__kiwi2020__AG0529-0796__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Clostridium IV,
M00598:87:000000000-J7KGW:1:2106:9832:16740__kiwi2020__AG0529-0531__515f,Bacteria,Firmicutes,Clostridia,Thermosediminibacterales,Tepidanaerobacteraceae,Biomaibacter,
M00598:87:000000000-J7KGW:1:2106:9835:22517__kiwi2020__AG0529-1137__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Tepidibaculum,
M00598:87:000000000-J7KGW:1:2106:9843:18617__kiwi2020__AG0529-0203__515f,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexineae,Oscillochloridaceae,Oscillochloris
M00598:87:000000000-J7KGW:1:2106:9858:2842__kiwi2020__AG0529-1078__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Robinsoniella,
M00598:87:000000000-J7KGW:1:2106:9905:7469__kiwi2020__AG0529-0914__515f,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Phaselicystidaceae,Phaselicystis
M00598:87:000000000-J7KGW:1:2106:9906:16875__kiwi2020__AG0529-0507__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Parabacteroides,
M00598:87:000000000-J7KGW:1:2106:9909:22722__kiwi2020__AG0529-0657__515f,Bacteria,Acidobacteria,Acidobacteria_Gp3,Gp3,,,
M00598:87:000000000-J7KGW:1:2107:10117:12060__kiwi2020__AG0529-0830__515f,Archaea,Pacearchaeota,Pacearchaeota Incertae Sedis AR13,,,,
M00598:87:000000000-J7KGW:1:2107:10185:20202__kiwi2020__AG0529-0321__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,Aestuariispira,
M00598:87:000000000-J7KGW:1:2107:10193:10684__kiwi2020__AG0529-1026__515f,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Kofleriaceae,Kofleria
M00598:87:000000000-J7KGW:1:2107:10208:10358__kiwi2020__AG0529-0788__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Robinsoniella,
M00598:87:000000000-J7KGW:1:2107:10271:18736__kiwi2020__AG0529-0607__515f,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_incertae_sedis,
M00598:87:000000000-J7KGW:1:2107:10320:13849__kiwi2020__AG0529-0859__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Ruminococcus2,
M00598:87:000000000-J7KGW:1:2107:10408:16933__kiwi2020__AG0529-0819__515f,Bacteria,Acidobacteria,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea,
M00598:87:000000000-J7KGW:1:2107:10441:9901__kiwi2020__AG0529-0214__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Fusicatenibacter,
M00598:87:000000000-J7KGW:1:2107:10496:13912__kiwi2020__AG0529-0914__515f,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Simkaniaceae,Simkania,
M00598:87:000000000-J7KGW:1:2107:10523:16603__kiwi2020__AG0529-0052__515f,Bacteria,Acidobacteria,Acidobacteria_Gp1,Gp1,,,
M00598:87:000000000-J7KGW:1:2107:10736:11395__kiwi2020__AG0529-0990__515f,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae_incertae_sedis,
M00598:87:000000000-J7KGW:1:2107:10868:12162__kiwi2020__AG0529-0652__515f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
M00598:87:000000000-J7KGW:1:2107:10932:22730__kiwi2020__AG0529-1104__515f,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Rubneribacter,
M00598:87:000000000-J7KGW:1:2107:11166:9794__kiwi2020__AG0529-0374__515f,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,
M00598:87:000000000-J7KGW:1:2107:11197:11009__kiwi2020__AG0529-0087__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Obesumbacterium,
M00598:87:000000000-J7KGW:1:2107:11208:13495__kiwi2020__AG0529-0912__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Luminiphilus,
M00598:87:000000000-J7KGW:1:2107:11347:9386__kiwi2020__AG0529-0992__515f,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,
M00598:87:000000000-J7KGW:1:2107:11400:19116__kiwi2020__AG0529-0531__515f,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Vulgatibacteraceae,Vulgatibacter
M00598:87:000000000-J7KGW:1:2107:11447:2847__kiwi2020__AG0529-1093__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Ferruginivarius,
M00598:87:000000000-J7KGW:1:2107:11491:13300__kiwi2020__AG0529-0844__515f,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Parachlamydia,
M00598:87:000000000-J7KGW:1:2107:11587:9607__kiwi2020__AG0529-1067__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,
M00598:87:000000000-J7KGW:1:2107:11614:24060__kiwi2020__AG0529-0374__515f,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,
M00598:87:000000000-J7KGW:1:2107:11663:23334__kiwi2020__AG0529-0930__515f,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,
M00598:87:000000000-J7KGW:1:2107:11709:9002__kiwi2020__AG0529-0474__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Alkalibacter,
M00598:87:000000000-J7KGW:1:2107:11805:7312__kiwi2020__AG0529-0417__515f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,
M00598:87:000000000-J7KGW:1:2107:11807:22314__kiwi2020__AG0529-0708__515f,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Anaerovibrio,
M00598:87:000000000-J7KGW:1:2107:11845:15821__kiwi2020__AG0529-0581__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rouxiella,
M00598:87:000000000-J7KGW:1:2107:11883:12807__kiwi2020__AG0529-0418__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Mordavella,
M00598:87:000000000-J7KGW:1:2107:11899:4333__kiwi2020__AG0529-0507__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,
M00598:87:000000000-J7KGW:1:2107:11956:19084__kiwi2020__AG0529-0835__515f,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,Ktedonobacter,
M00598:87:000000000-J7KGW:1:2107:11978:12390__kiwi2020__AG0529-0911__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Ferruginivarius,
M00598:87:000000000-J7KGW:1:2107:12087:7073__kiwi2020__AG0529-1092__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus,
M00598:87:000000000-J7KGW:1:2107:12113:18921__kiwi2020__AG0529-1038__515f,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Algitalea,
M00598:87:000000000-J7KGW:1:2107:12136:24759__kiwi2020__AG0529-0546__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas,
M00598:87:000000000-J7KGW:1:2107:12178:25312__kiwi2020__AG0529-0492__515f,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Asprobacter,
M00598:87:000000000-J7KGW:1:2107:12278:23098__kiwi2020__AG0529-1082__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Sarcina,
M00598:87:000000000-J7KGW:1:2107:12326:12232__kiwi2020__AG0529-0857__515f,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Catellicoccus,
M00598:87:000000000-J7KGW:1:2107:12397:19301__kiwi2020__AG0529-0321__515f,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,
M00598:87:000000000-J7KGW:1:2107:12446:9218__kiwi2020__AG0529-0439__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Agathobaculum,
M00598:87:000000000-J7KGW:1:2107:12473:24315__kiwi2020__AG0529-0826__515f,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Yokenella,
M00598:87:000000000-J7KGW:1:2107:12499:11086__kiwi2020__AG0529-1104__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas,
M00598:87:000000000-J7KGW:1:2107:12569:18299__kiwi2020__AG0529-0912__515f,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Phragmitibacter,
M00598:87:000000000-J7KGW:1:2107:12617:9172__kiwi2020__AG0529-1094__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerobium,
M00598:87:000000000-J7KGW:1:2107:12629:24446__kiwi2020__AG0529-0734__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,
M00598:87:000000000-J7KGW:1:2107:12770:8828__kiwi2020__AG0529-0630__515f,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexineae,Roseiflexaceae,Heliothrix
M00598:87:000000000-J7KGW:1:2107:12793:9801__kiwi2020__AG0529-1123__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor,
M00598:87:000000000-J7KGW:1:2107:12837:21795__kiwi2020__AG0529-0928__515f,Bacteria,Actinobacteria,Actinobacteria,Catenulisporales,Catenulisporaceae,Catenulispora,
M00598:87:000000000-J7KGW:1:2107:12965:9503__kiwi2020__AG0529-0536__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Sellimonas,
M00598:87:000000000-J7KGW:1:2107:13023:11568__kiwi2020__AG0529-0877__515f,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfatiferula,
M00598:87:000000000-J7KGW:1:2107:13050:9073__kiwi2020__AG0529-0662__515f,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptoniphilaceae,Gallicola,
